# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.56361
10000 -4.56577
15000 -4.56575
20000 -4.56773
25000 -4.56744
30000 -4.56997
35000 -4.57402
40000 -4.57576
45000 -4.57786
50000 -4.57548
