# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 5495 12.4779 21.6123 20.3763
10000 5494.11 12.4772 21.6112 20.3752
15000 5494.85 12.4778 21.6121 20.3761
20000 5494.1 12.4772 21.6111 20.3752
25000 5490.78 12.4747 21.6068 20.3711
30000 5490.47 12.4744 21.6064 20.3707
35000 5487.63 12.4723 21.6027 20.3672
40000 5486.47 12.4714 21.6011 20.3657
45000 5487.94 12.4725 21.6031 20.3676
50000 5484.95 12.4703 21.5991 20.3639
