# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 5399.92 12.4055 21.4869 20.2581
10000 5399.12 12.4049 21.4858 20.2571
15000 5400.61 12.406 21.4878 20.2589
20000 5409.45 12.4128 21.4996 20.27
25000 5413.02 12.4155 21.5043 20.2744
30000 5414.09 12.4163 21.5057 20.2758
35000 5412.53 12.4151 21.5036 20.2738
40000 5410.01 12.4132 21.5003 20.2707
45000 5411.3 12.4142 21.502 20.2723
50000 5406.66 12.4106 21.4959 20.2665
