# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 10615.1 21.9773 21.9773 21.9773
10000 10616.4 21.9782 21.9782 21.9782
15000 10621.5 21.9817 21.9817 21.9817
20000 10623.7 21.9833 21.9833 21.9833
25000 10621.3 21.9816 21.9816 21.9816
30000 10623.3 21.9829 21.9829 21.9829
35000 10621.4 21.9817 21.9817 21.9817
40000 10622.3 21.9823 21.9823 21.9823
45000 10622.7 21.9825 21.9825 21.9825
50000 10629.6 21.9873 21.9873 21.9873
