# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 10088.1 21.6074 21.6074 21.6074
10000 10088 21.6074 21.6074 21.6074
15000 10087.6 21.607 21.607 21.607
20000 10088.3 21.6076 21.6076 21.6076
25000 10087.7 21.6071 21.6071 21.6071
30000 10087.3 21.6068 21.6068 21.6068
35000 10087.8 21.6072 21.6072 21.6072
40000 10088.5 21.6077 21.6077 21.6077
45000 10088 21.6074 21.6074 21.6074
50000 10088.6 21.6078 21.6078 21.6078
