# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.16521
10000 -4.16519
15000 -4.16518
20000 -4.16511
25000 -4.16521
30000 -4.1652
35000 -4.16486
40000 -4.16512
45000 -4.16516
50000 -4.165
