# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.2904
10000 -4.29066
15000 -4.29022
20000 -4.29062
25000 -4.29016
30000 -4.29015
35000 -4.29056
40000 -4.29028
45000 -4.29015
50000 -4.2901
