# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.15045
10000 -4.15107
15000 -4.15048
20000 -4.15081
25000 -4.15026
30000 -4.15038
35000 -4.15096
40000 -4.15041
45000 -4.15162
50000 -4.1532
