# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.2586
10000 -4.25872
15000 -4.2584
20000 -4.25808
25000 -4.2583
30000 -4.25852
35000 -4.25803
40000 -4.25791
45000 -4.25782
50000 -4.25796
