# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 5131.54 12.1965 21.1249 19.9167
10000 5131.41 12.1964 21.1247 19.9166
15000 5131.45 12.1964 21.1248 19.9166
20000 5131.66 12.1966 21.1251 19.9169
25000 5131.43 12.1964 21.1247 19.9166
30000 5131.28 12.1963 21.1245 19.9164
35000 5131.64 12.1965 21.125 19.9169
40000 5131.49 12.1964 21.1248 19.9167
45000 5131.33 12.1963 21.1246 19.9165
50000 5131.37 12.1963 21.1247 19.9165
