# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.17128
10000 -4.17126
15000 -4.17156
20000 -4.17148
25000 -4.17108
30000 -4.17108
35000 -4.17137
40000 -4.17132
45000 -4.17137
50000 -4.17127
