# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 6250.95 13.0257 22.5611 21.2708
10000 6249.42 13.0246 22.5593 21.2691
15000 6247.26 13.0231 22.5567 21.2666
20000 6239.57 13.0178 22.5474 21.2579
25000 6239.33 13.0176 22.5471 21.2576
30000 6240.11 13.0181 22.5481 21.2585
35000 6244.18 13.021 22.553 21.2631
40000 6240.79 13.0186 22.5489 21.2593
45000 6250.21 13.0252 22.5602 21.27
50000 6249.33 13.0245 22.5592 21.269
