# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 12213.1 23.029 23.029 23.029
10000 12226.3 23.0373 23.0373 23.0373
15000 12240.7 23.0463 23.0463 23.0463
20000 12218.5 23.0324 23.0324 23.0324
25000 12199.3 23.0203 23.0203 23.0203
30000 12188.9 23.0138 23.0138 23.0138
35000 12180.5 23.0085 23.0085 23.0085
40000 12170.6 23.0022 23.0022 23.0022
45000 12158.9 22.9948 22.9948 22.9948
50000 12146.5 22.987 22.987 22.987
