# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.76615
10000 -3.76693
15000 -3.77275
20000 -3.77168
25000 -3.77446
30000 -3.7744
35000 -3.77655
40000 -3.77612
45000 -3.77584
50000 -3.77742
