# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.76563
10000 -3.76631
15000 -3.76666
20000 -3.76678
25000 -3.76702
30000 -3.76859
35000 -3.76841
40000 -3.76839
45000 -3.76847
50000 -3.76831
