# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.76141
10000 -3.76215
15000 -3.76266
20000 -3.76215
25000 -3.76401
30000 -3.7641
35000 -3.7647
40000 -3.76453
45000 -3.76648
50000 -3.7679
