# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.74679
10000 -3.74836
15000 -3.7508
20000 -3.75693
25000 -3.7598
30000 -3.76302
35000 -3.76537
40000 -3.76471
45000 -3.76502
50000 -3.76664
