# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.76
10000 -3.76091
15000 -3.76136
20000 -3.76112
25000 -3.76223
30000 -3.76314
35000 -3.76331
40000 -3.76366
45000 -3.76363
50000 -3.76379
