# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.30593
10000 -3.30647
15000 -3.30615
20000 -3.30685
25000 -3.30649
30000 -3.30677
35000 -3.3068
40000 -3.30647
45000 -3.30619
50000 -3.30652
