# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 14646.3 24.4667 24.4667 24.4667
10000 14648.8 24.4681 24.4681 24.4681
15000 14649.4 24.4684 24.4684 24.4684
20000 14650.8 24.4692 24.4692 24.4692
25000 14647.4 24.4673 24.4673 24.4673
30000 14649.5 24.4685 24.4685 24.4685
35000 14649.5 24.4685 24.4685 24.4685
40000 14646 24.4665 24.4665 24.4665
45000 14647.3 24.4673 24.4673 24.4673
50000 14649.7 24.4686 24.4686 24.4686
