# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.33367
10000 -3.33391
15000 -3.33379
20000 -3.33383
25000 -3.33375
30000 -3.33368
35000 -3.33378
40000 -3.33372
45000 -3.33375
50000 -3.33372
