# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 10372.1 21.8083 21.8083 21.8083
10000 10362 21.8012 21.8012 21.8012
15000 10361.7 21.801 21.801 21.801
20000 10365.7 21.8038 21.8038 21.8038
25000 10362.6 21.8017 21.8017 21.8017
30000 10364.7 21.8031 21.8031 21.8031
35000 10373.4 21.8092 21.8092 21.8092
40000 10367.7 21.8052 21.8052 21.8052
45000 10372.6 21.8087 21.8087 21.8087
50000 10366.7 21.8045 21.8045 21.8045
