# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -5.03129
10000 -5.03122
15000 -5.0313
20000 -5.03094
25000 -5.03108
30000 -5.03092
35000 -5.03126
40000 -5.03142
45000 -5.03117
50000 -5.03104
