# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -5.01173
10000 -5.01167
15000 -5.01182
20000 -5.01179
25000 -5.01235
30000 -5.01173
35000 -5.01235
40000 -5.01154
45000 -5.01172
50000 -5.01175
