# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.95156
10000 -4.95133
15000 -4.95095
20000 -4.95149
25000 -4.95081
30000 -4.95142
35000 -4.95093
40000 -4.95131
45000 -4.95144
50000 -4.95082
