# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -5.02041
10000 -5.02185
15000 -5.02153
20000 -5.02338
25000 -5.02504
30000 -5.02573
35000 -5.02539
40000 -5.02501
45000 -5.02523
50000 -5.02495
