# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.98701
10000 -4.98748
15000 -4.98709
20000 -4.98631
25000 -4.9872
30000 -4.98687
35000 -4.98699
40000 -4.98675
45000 -4.98713
50000 -4.98711
