# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.15208
10000 -4.15416
15000 -4.15801
20000 -4.16085
25000 -4.16184
30000 -4.16404
35000 -4.16865
40000 -4.17294
45000 -4.17713
50000 -4.18
