# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.27105
10000 -4.27249
15000 -4.27266
20000 -4.27347
25000 -4.27581
30000 -4.27767
35000 -4.28343
40000 -4.28424
45000 -4.28489
50000 -4.288
