# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 10919.1 22.1851 22.1851 22.1851
10000 10925 22.1892 22.1892 22.1892
15000 10922 22.1871 22.1871 22.1871
20000 10912.7 22.1808 22.1808 22.1808
25000 10912.5 22.1807 22.1807 22.1807
30000 10913.5 22.1814 22.1814 22.1814
35000 10918 22.1844 22.1844 22.1844
40000 10918.4 22.1847 22.1847 22.1847
45000 10913.5 22.1814 22.1814 22.1814
50000 10916.9 22.1836 22.1836 22.1836
