# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.24101
10000 -4.24245
15000 -4.24486
20000 -4.24648
25000 -4.25013
30000 -4.25051
35000 -4.25231
40000 -4.25458
45000 -4.25578
50000 -4.25689
