# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 5645.56 12.5908 21.8079 20.5607
10000 5637 12.5844 21.7969 20.5503
15000 5628.09 12.5778 21.7854 20.5395
20000 5624.23 12.5749 21.7804 20.5348
25000 5613.03 12.5666 21.766 20.5211
30000 5606.99 12.5621 21.7581 20.5138
35000 5599.77 12.5567 21.7488 20.505
40000 5601.22 12.5578 21.7507 20.5067
45000 5602.57 12.5588 21.7524 20.5084
50000 5601.09 12.5577 21.7505 20.5066
