# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 5622.48 12.5736 21.7782 20.5326
10000 5605.84 12.5612 21.7567 20.5124
15000 5598.26 12.5555 21.7468 20.5031
20000 5602.7 12.5589 21.7526 20.5085
25000 5604.31 12.5601 21.7547 20.5105
30000 5603.47 12.5594 21.7536 20.5095
35000 5603.56 12.5595 21.7537 20.5096
40000 5605.25 12.5608 21.7559 20.5117
45000 5603.79 12.5597 21.754 20.5099
50000 5602.76 12.5589 21.7527 20.5086
