# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.26768
10000 -4.27501
15000 -4.27789
20000 -4.28327
25000 -4.28506
30000 -4.28575
35000 -4.28633
40000 -4.28628
45000 -4.28732
50000 -4.28869
