# HCP structure - OPTIMIZED (smaller supercell)
# Composition: {'Al': 0.25, 'Fe': 0.5, 'Ni': 0.25}
# Generated for Assignment 2 - MM309 (Optimized)

432 atoms
3 atom types

0.0 15.66595074 xlo xhi
0.0 27.13422263 ylo yhi
0.0 25.58239043 zlo zhi

Masses

1 26.9815  # Al
2 55.8450  # Fe
3 58.6934  # Ni

Atoms # atomic

1 3 0.00000000 0.00000000 0.00000000
2 3 0.00000000 4.52237044 0.00000000
3 1 0.00000000 9.04474088 0.00000000
4 2 0.00000000 13.56711131 0.00000000
5 2 0.00000000 18.08948175 0.00000000
6 1 0.00000000 22.61185219 0.00000000
7 3 2.61099179 0.00000000 0.00000000
8 2 2.61099179 4.52237044 0.00000000
9 2 2.61099179 9.04474088 0.00000000
10 2 2.61099179 13.56711131 0.00000000
11 1 2.61099179 18.08948175 0.00000000
12 2 2.61099179 22.61185219 0.00000000
13 1 5.22198358 0.00000000 0.00000000
14 3 5.22198358 4.52237044 0.00000000
15 3 5.22198358 9.04474088 0.00000000
16 2 5.22198358 13.56711131 0.00000000
17 2 5.22198358 18.08948175 0.00000000
18 3 5.22198358 22.61185219 0.00000000
19 2 7.83297537 0.00000000 0.00000000
20 2 7.83297537 4.52237044 0.00000000
21 1 7.83297537 9.04474088 0.00000000
22 1 7.83297537 13.56711131 0.00000000
23 2 7.83297537 18.08948175 0.00000000
24 3 7.83297537 22.61185219 0.00000000
25 2 10.44396716 0.00000000 0.00000000
26 2 10.44396716 4.52237044 0.00000000
27 1 10.44396716 9.04474088 0.00000000
28 3 10.44396716 13.56711131 0.00000000
29 1 10.44396716 18.08948175 0.00000000
30 3 10.44396716 22.61185219 0.00000000
31 2 13.05495895 0.00000000 0.00000000
32 2 13.05495895 4.52237044 0.00000000
33 3 13.05495895 9.04474088 0.00000000
34 2 13.05495895 13.56711131 0.00000000
35 3 13.05495895 18.08948175 0.00000000
36 3 13.05495895 22.61185219 0.00000000
37 2 1.30549589 2.26118522 2.13186587
38 2 1.30549589 6.78355566 2.13186587
39 2 1.30549589 11.30592609 2.13186587
40 3 1.30549589 15.82829653 2.13186587
41 1 1.30549589 20.35066697 2.13186587
42 2 1.30549589 24.87303741 2.13186587
43 3 3.91648768 2.26118522 2.13186587
44 2 3.91648768 6.78355566 2.13186587
45 1 3.91648768 11.30592609 2.13186587
46 2 3.91648768 15.82829653 2.13186587
47 1 3.91648768 20.35066697 2.13186587
48 1 3.91648768 24.87303741 2.13186587
49 1 6.52747947 2.26118522 2.13186587
50 3 6.52747947 6.78355566 2.13186587
51 1 6.52747947 11.30592609 2.13186587
52 2 6.52747947 15.82829653 2.13186587
53 3 6.52747947 20.35066697 2.13186587
54 3 6.52747947 24.87303741 2.13186587
