# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 5269.6 12.3049 21.3126 20.0938
10000 5255.03 12.2935 21.293 20.0752
15000 5256.23 12.2945 21.2946 20.0768
20000 5249.79 12.2894 21.2859 20.0686
25000 5248.64 12.2885 21.2844 20.0671
30000 5244.24 12.2851 21.2784 20.0615
35000 5248 12.288 21.2835 20.0663
40000 5246.81 12.2871 21.2819 20.0648
45000 5244.18 12.285 21.2783 20.0614
50000 5239.11 12.2811 21.2715 20.055
