# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.50813
10000 -4.51036
15000 -4.51344
20000 -4.51378
25000 -4.51399
30000 -4.51383
35000 -4.51395
40000 -4.51414
45000 -4.51391
50000 -4.51369
