# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.57692
10000 -4.57933
15000 -4.58077
20000 -4.58082
25000 -4.58287
30000 -4.58493
35000 -4.58717
40000 -4.58911
45000 -4.59015
50000 -4.59152
