# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.47944
10000 -4.47989
15000 -4.4798
20000 -4.47979
25000 -4.47974
30000 -4.47984
35000 -4.47966
40000 -4.47977
45000 -4.47973
50000 -4.47977
