# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.41724
10000 -4.41705
15000 -4.41654
20000 -4.41683
25000 -4.41596
30000 -4.41673
35000 -4.41682
40000 -4.41634
45000 -4.41672
50000 -4.41587
