# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 5384.01 12.3933 21.4658 20.2382
10000 5383.14 12.3926 21.4647 20.2371
15000 5384.57 12.3937 21.4666 20.2389
20000 5381.87 12.3917 21.463 20.2355
25000 5380.28 12.3904 21.4609 20.2335
30000 5375.62 12.3869 21.4547 20.2276
35000 5374.56 12.386 21.4532 20.2263
40000 5376 12.3871 21.4552 20.2281
45000 5374.95 12.3863 21.4538 20.2268
50000 5366.65 12.38 21.4427 20.2164
