# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.47989
10000 -4.48033
15000 -4.48011
20000 -4.4811
25000 -4.48179
30000 -4.48419
35000 -4.4851
40000 -4.48555
45000 -4.48751
50000 -4.48985
