# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.54146
10000 -3.5447
15000 -3.54701
20000 -3.54844
25000 -3.54919
30000 -3.55089
35000 -3.55357
40000 -3.55549
45000 -3.55593
50000 -3.55599
