# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 7037.27 13.5504 23.47 22.1277
10000 7045.46 13.5557 23.4791 22.1363
15000 7029.88 13.5457 23.4618 22.12
20000 7032.23 13.5472 23.4644 22.1225
25000 7016.7 13.5372 23.4471 22.1062
30000 7035.13 13.549 23.4676 22.1255
35000 7014.02 13.5355 23.4441 22.1033
40000 7005.52 13.53 23.4347 22.0944
45000 6972.82 13.5089 23.3981 22.06
50000 6957.29 13.4989 23.3807 22.0436
