# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.63239
10000 -3.63799
15000 -3.64017
20000 -3.64434
25000 -3.64596
30000 -3.64903
35000 -3.65179
40000 -3.65652
45000 -3.66115
50000 -3.66279
