# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 13785.6 23.9777 23.9777 23.9777
10000 13801.3 23.9868 23.9868 23.9868
15000 13789.1 23.9797 23.9797 23.9797
20000 13750.3 23.9572 23.9572 23.9572
25000 13734 23.9478 23.9478 23.9478
30000 13703.3 23.9299 23.9299 23.9299
35000 13725.9 23.9431 23.9431 23.9431
40000 13665 23.9076 23.9076 23.9076
45000 13623.1 23.8831 23.8831 23.8831
50000 13646.8 23.897 23.897 23.897
