# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.58678
10000 -3.59067
15000 -3.59163
20000 -3.59237
25000 -3.59361
30000 -3.5959
35000 -3.59639
40000 -3.59618
45000 -3.59766
50000 -3.59929
