# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.91346
10000 -3.91376
15000 -3.91373
20000 -3.91396
25000 -3.91412
30000 -3.91411
35000 -3.91436
40000 -3.91459
45000 -3.91493
50000 -3.91475
