# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.89422
10000 -3.89502
15000 -3.8956
20000 -3.8953
25000 -3.89599
30000 -3.89622
35000 -3.89633
40000 -3.89758
45000 -3.89742
50000 -3.8981
