# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 5959.61 12.8201 22.205 20.9351
10000 5958.56 12.8193 22.2037 20.9339
15000 5956.02 12.8175 22.2006 20.9309
20000 5951.88 12.8145 22.1954 20.926
25000 5952.97 12.8153 22.1968 20.9273
30000 5954.65 12.8165 22.1989 20.9293
35000 5954.76 12.8166 22.199 20.9294
40000 5952.5 12.815 22.1962 20.9268
45000 5951.59 12.8143 22.1951 20.9257
50000 5946.38 12.8106 22.1886 20.9196
