# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.92075
10000 -3.92301
15000 -3.92276
20000 -3.92522
25000 -3.92705
30000 -3.92778
35000 -3.92821
40000 -3.92839
45000 -3.92905
50000 -3.92944
