# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.92081
10000 -3.9249
15000 -3.93283
20000 -3.93408
25000 -3.93436
30000 -3.93402
35000 -3.93449
40000 -3.93429
45000 -3.93449
50000 -3.93532
