# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 5998.2 12.8477 22.2528 20.9802
10000 6003.13 12.8512 22.2589 20.9859
15000 5999.89 12.8489 22.2549 20.9821
20000 6003.24 12.8513 22.259 20.986
25000 6010.98 12.8568 22.2686 20.995
30000 5989.94 12.8418 22.2426 20.9705
35000 5988.82 12.8409 22.2412 20.9692
40000 5988.88 12.841 22.2413 20.9693
45000 5983.97 12.8375 22.2352 20.9635
50000 5987.93 12.8403 22.2401 20.9682
