# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.8924
10000 -3.89446
15000 -3.89641
20000 -3.89893
25000 -3.90253
30000 -3.90536
35000 -3.90951
40000 -3.91485
45000 -3.91869
50000 -3.92034
