# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.81718
10000 -3.81984
15000 -3.82266
20000 -3.82519
25000 -3.82674
30000 -3.82802
35000 -3.82839
40000 -3.8269
45000 -3.82762
50000 -3.83053
