# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.79984
10000 -3.80193
15000 -3.80424
20000 -3.80457
25000 -3.80804
30000 -3.80911
35000 -3.81057
40000 -3.81139
45000 -3.81392
50000 -3.81486
