# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.82979
10000 -3.83018
15000 -3.83174
20000 -3.83242
25000 -3.83209
30000 -3.8318
35000 -3.83582
40000 -3.83617
45000 -3.8358
50000 -3.83685
