# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.85522
10000 -3.85542
15000 -3.8553
20000 -3.85583
25000 -3.85662
30000 -3.85711
35000 -3.85751
40000 -3.85785
45000 -3.85821
50000 -3.85822
