# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.78667
10000 -3.79401
15000 -3.7958
20000 -3.79941
25000 -3.80199
30000 -3.80326
35000 -3.80656
40000 -3.80659
45000 -3.80861
50000 -3.8094
