# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 7082.36 13.5793 23.52 22.1749
10000 7050.01 13.5586 23.4842 22.1411
15000 7056.15 13.5625 23.491 22.1475
20000 7051.5 13.5595 23.4858 22.1426
25000 7005.33 13.5299 23.4344 22.0942
30000 6974.09 13.5097 23.3996 22.0613
35000 6987.65 13.5185 23.4147 22.0756
40000 6980.28 13.5137 23.4065 22.0678
45000 6991.26 13.5208 23.4187 22.0794
50000 6993.31 13.5221 23.421 22.0816
