# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.80759
10000 -3.81042
15000 -3.81297
20000 -3.81438
25000 -3.81602
30000 -3.8206
35000 -3.82071
40000 -3.82084
45000 -3.82097
50000 -3.82129
