# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 10832.5 22.1264 22.1264 22.1264
10000 10828.2 22.1234 22.1234 22.1234
15000 10830.5 22.125 22.125 22.125
20000 10833.9 22.1273 22.1273 22.1273
25000 10840.6 22.1318 22.1318 22.1318
30000 10839.6 22.1312 22.1312 22.1312
35000 10836.4 22.129 22.129 22.129
40000 10839.1 22.1308 22.1308 22.1308
45000 10839 22.1308 22.1308 22.1308
50000 10838.7 22.1306 22.1306 22.1306
