# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 5538.27 12.5105 21.6689 20.4296
10000 5542.78 12.5139 21.6748 20.4352
15000 5554.68 12.5229 21.6902 20.4498
20000 5547.2 12.5172 21.6805 20.4406
25000 5549.44 12.5189 21.6834 20.4433
30000 5545.4 12.5159 21.6782 20.4384
35000 5545.18 12.5157 21.6779 20.4381
40000 5548.72 12.5184 21.6825 20.4424
45000 5546.22 12.5165 21.6792 20.4394
50000 5541.03 12.5126 21.6725 20.433
