# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.21528
10000 -4.21796
15000 -4.22166
20000 -4.22277
25000 -4.22342
30000 -4.2256
35000 -4.23021
40000 -4.23027
45000 -4.23162
50000 -4.23118
